ts,elapsed_s,iters,errors,rps,p50_ms,p99_ms,max_ms
1780999047,84183,4196406,0,49.8,0.40,7.84,8.35
1780999107,84243,4199397,0,49.8,0.40,7.87,8.65
1780999167,84303,4202388,0,49.8,0.41,7.85,8.47
1780999227,84363,4205379,0,49.8,0.40,7.95,8.47
1780999287,84423,4208370,0,49.8,0.41,7.95,8.52
1780999347,84483,4211361,0,49.8,0.41,7.89,8.44
1780999407,84543,4214352,0,49.8,0.41,7.92,8.53
1780999467,84603,4217343,0,49.8,0.42,7.94,8.76
1780999527,84663,4220334,0,49.8,0.42,7.93,8.32
1780999587,84723,4223325,0,49.8,0.41,8.00,8.63
1780999647,84783,4226316,0,49.8,0.44,8.02,8.44
1780999707,84843,4229307,0,49.8,0.43,7.98,8.34
1780999767,84903,4232298,0,49.8,0.43,7.93,8.33
1780999827,84963,4235289,0,49.8,0.41,7.94,8.47
1780999887,85023,4238280,0,49.8,0.39,7.89,8.27
1780999947,85083,4241271,0,49.8,0.40,7.82,8.25
1781000007,85143,4244262,0,49.8,0.39,7.79,8.25
1781000067,85203,4247253,0,49.8,0.40,7.83,8.42
1781000127,85263,4250244,0,49.8,0.41,7.88,8.42
1781000187,85323,4253235,0,49.8,0.42,7.89,8.25
1781000247,85383,4256226,0,49.8,0.41,7.91,8.27
1781000307,85443,4259217,0,49.8,0.41,7.86,8.27
1781000367,85503,4262208,0,49.8,0.40,7.82,8.16
1781000427,85563,4265199,0,49.8,0.38,7.79,8.36
1781000487,85623,4268190,0,49.8,0.40,7.94,8.45
1781000547,85683,4271181,0,49.8,0.40,8.00,8.37
1781000607,85743,4274172,0,49.8,0.44,7.96,8.59
1781000667,85803,4277163,0,49.8,0.42,7.91,8.31
1781000727,85863,4280154,0,49.8,0.42,7.96,8.41
1781000787,85923,4283145,0,49.8,0.39,7.90,8.23
1781000847,85983,4286136,0,49.8,0.40,7.90,8.29
1781000907,86043,4289127,0,49.8,0.42,7.90,8.61
1781000967,86103,4292118,0,49.8,0.42,7.92,8.61
1781001027,86163,4295109,0,49.8,0.42,7.97,8.49
1781001087,86223,4298100,0,49.8,0.39,7.92,8.84
1781001147,86283,4301091,0,49.8,0.41,7.87,8.25
1781001207,86343,4304082,0,49.8,0.41,7.94,8.27
